Unnamed: 0,ville_principale,Code,Libellé,loyer_m2,logements_vacants,med_revenu,jeunes,densite_pop,nouveaux_menages,beneficiaires_rsa,metropole,si_paris,temps_tgv_paris,dist_metropole,temps_trajet
882,Strasbourg,67268,Lipsheim,14.9,5.6,28160.0,6.9,534.0,8.3,20.3,0,0,106,14.02,18.29
883,Strasbourg,67296,Mittelhausbergen,14.7,5.4,31010.0,6.0,1231.76,14.4,15.4,0,0,106,11.32,16.05
884,Strasbourg,67309,Mundolsheim,13.3,6.7,27220.0,5.9,1237.56,14.9,41.5,0,0,106,13.25,19.83
885,Strasbourg,67326,Niederhausbergen,14.3,5.2,29950.0,6.0,539.68,10.6,18.9,0,0,106,10.09,18.66
886,Strasbourg,67343,Oberhausbergen,14.1,10.2,26410.0,6.5,1462.11,16.2,43.5,0,0,106,10.15,14.24
887,Strasbourg,67350,Oberschaeffolsheim,14.2,14.7,27610.0,5.6,341.05,11.1,16.6,0,0,106,10.58,16.48
888,Strasbourg,67363,Osthoffen,13,4.3,29230.0,7.1,157.25,6.8,0.0,0,0,106,18.17,23.61
889,Strasbourg,67365,Ostwald,13.8,4.5,22150.0,9.4,1874.65,10.6,115.5,0,0,106,8.34,16.95
890,Strasbourg,67378,Plobsheim,14.1,5.2,27380.0,6.2,269.46,7.2,43.2,0,0,106,13.36,19.32
891,Strasbourg,67389,Reichstett,12.4,4.5,25920.0,6.1,575.79,8.2,61.9,0,0,106,14.08,20.54
892,Strasbourg,67447,Schiltigheim,13.5,7.8,19660.0,9.4,4490.66,13.7,145.7,0,0,106,6.24,14.31
893,Strasbourg,67471,Souffelweyersheim,14,5.0,26470.0,6.4,1804.44,9.0,54.9,0,0,106,10.18,19.11
894,Strasbourg,67482,Strasbourg,14.5,8.5,20260.0,16.4,3720.47,18.6,140.8,1,0,106,,
895,Strasbourg,67506,Vendenheim,12.7,4.8,26160.0,7.9,380.0,10.4,64.4,0,0,106,14.56,22.19
896,Strasbourg,67519,La Wantzenau,14.3,6.0,30220.0,5.3,232.05,7.2,27.2,0,0,106,14.08,22.31
897,Strasbourg,67551,Wolfisheim,13.2,6.0,26060.0,6.7,743.75,10.8,37.0,0,0,106,8.87,12.52
898,Strasbourg,67256,Lampertheim,14,5.1,29820.0,6.1,523.94,9.7,28.1,0,0,106,173.92,101.44
899,Strasbourg,67152,Geispolsheim,14.4,5.5,25970.0,6.4,345.59,9.2,51.9,0,0,106,13.28,18.18
900,Toulon,83137,Toulon,13.7,3.6,20960.0,8.2,4216.17,13.2,153.0,1,0,230,,
901,Toulon,83144,La Valette-du-Var,14.6,6.4,23810.0,7.1,1545.48,14.9,61.3,0,0,230,5.13,7.24
902,Toulon,83034,Carqueiranne,17.6,5.4,27440.0,5.2,649.45,11.6,50.3,0,0,230,20.4,22.05
903,Toulon,83047,La Crau,14.5,3.6,25280.0,6.9,506.04,11.5,50.6,0,0,230,14.33,18.01
904,Toulon,83062,La Garde,15.7,5.0,23560.0,10.8,1671.74,16.1,72.8,0,0,230,6.18,9.93
905,Toulon,83153,Saint-Mandrier-sur-Mer,15.4,3.2,23750.0,22.4,1191.96,12.3,48.2,0,0,230,15.5,25.91
906,Toulon,83090,Ollioules,13.5,5.6,25060.0,6.3,704.07,10.3,89.5,0,0,230,10.42,15.3
907,Toulon,83098,Le Pradet,15.1,4.5,25660.0,6.0,1072.8,9.7,58.3,0,0,230,8.07,14.09
908,Toulon,83103,Le Revest-les-Eaux,14.2,7.0,27590.0,5.6,166.06,10.0,42.6,0,0,230,7.49,12.62
909,Toulon,83069,Hyères,15,6.1,22960.0,6.6,416.19,12.8,95.9,0,0,230,17.28,16.72
910,Toulon,83126,La Seyne-sur-Mer,13.9,9.5,21400.0,6.5,2827.16,11.7,151.5,0,0,230,9.0,15.83
911,Toulon,83129,Six-Fours-les-Plages,15.7,4.2,24660.0,4.9,1361.02,10.7,70.0,0,0,230,13.0,18.34
912,Toulouse,31003,Aigrefeuille,12.8,1.3,32490.0,6.9,278.26,8.1,16.5,0,0,250,18.57,36.08
913,Toulouse,31032,Aussonne,11.8,5.3,26070.0,6.9,540.94,19.3,83.9,0,0,250,17.63,26.1
914,Toulouse,31053,Beaupuy,11,3.6,30020.0,4.8,217.76,3.8,13.3,0,0,250,44.96,44.75
915,Toulouse,31022,Aucamville,12.2,6.7,22860.0,8.2,2337.25,17.5,93.8,0,0,250,22.01,24.85
916,Toulouse,31069,Blagnac,13,4.1,25350.0,10.0,1566.04,16.7,76.7,0,0,250,10.75,21.24
917,Toulouse,31088,Brax,11,4.4,30110.0,6.0,655.68,8.5,40.2,0,0,250,4714.62,2698.2
918,Toulouse,31091,Bruguières,11.3,5.8,25540.0,6.1,661.89,14.6,53.7,0,0,250,18.12,24.91
919,Toulouse,31056,Beauzelle,12.4,6.8,24650.0,8.2,1740.0,18.5,92.8,0,0,250,15.74,26.66
920,Toulouse,31149,Colomiers,12.4,1.2,23690.0,7.9,1930.72,13.4,105.3,0,0,250,11.5,18.69
921,Toulouse,31150,Cornebarrieu,12.1,7.3,25600.0,6.9,436.58,13.8,86.1,0,0,250,16.25,29.46
922,Toulouse,31157,Cugnaux,12,5.1,23980.0,8.1,1564.69,15.2,104.8,0,0,250,16.11,25.13
923,Toulouse,31163,Drémil-Lafage,12.8,4.2,30000.0,5.5,211.04,6.6,23.6,0,0,250,18.63,37.74
924,Toulouse,31182,Fenouillet,11.5,7.2,22940.0,7.6,588.95,14.8,93.2,0,0,250,162.13,149.84
925,Toulouse,31184,Flourens,12.7,3.4,29110.0,4.4,214.54,6.9,31.8,0,0,250,15.02,33.17
926,Toulouse,31044,Balma,13,6.0,28580.0,9.4,1047.29,13.6,45.9,0,0,250,8.45,23.54
927,Toulouse,31205,Gagnac-sur-Garonne,11.5,5.4,25090.0,6.9,742.33,9.8,33.9,0,0,250,15.25,26.47
928,Toulouse,31230,Gratentour,11.3,4.7,25020.0,5.7,1146.1,13.0,60.5,0,0,250,21.0,30.25
929,Toulouse,31282,Launaguet,12,5.9,23290.0,7.9,1322.86,12.7,86.0,0,0,250,13.48,22.79
930,Toulouse,31293,Lespinasse,11.5,4.1,24570.0,6.9,694.05,13.1,60.4,0,0,250,568.82,343.69
931,Toulouse,31351,Mondonville,11.5,8.3,23920.0,8.2,477.31,27.6,80.7,0,0,250,596.9,342.07
932,Toulouse,31116,Castelginest,11.6,5.7,23790.0,6.5,1342.72,15.6,79.5,0,0,250,14.92,27.49
933,Toulouse,31355,Mons,12.8,2.6,33530.0,6.4,249.32,5.4,12.9,0,0,250,922.19,527.29
934,Toulouse,31389,Montrabé,11.9,5.6,28350.0,6.8,805.96,9.8,29.7,0,0,250,17.88,28.58
935,Toulouse,31417,Pibrac,11.8,5.0,30690.0,5.3,335.06,10.6,50.1,0,0,250,17.31,24.48
936,Toulouse,31418,Pin-Balma,12.7,4.4,35860.0,4.9,149.85,6.1,33.4,0,0,250,12.66,29.93
937,Toulouse,31445,Quint-Fonsegrives,13.3,3.9,28470.0,6.0,811.49,17.5,36.0,0,0,250,13.28,31.16
938,Toulouse,31467,Saint-Alban,11.5,8.6,23010.0,6.5,1500.93,15.5,69.2,0,0,250,19.72,23.47
939,Toulouse,31488,Saint-Jean,12.7,5.0,25940.0,5.6,1905.59,12.2,49.4,0,0,250,,
940,Toulouse,31490,Saint-Jory,11.2,6.3,22560.0,7.8,384.61,14.2,105.3,0,0,250,20.13,26.6
941,Toulouse,31506,Saint-Orens-de-Gameville,12.6,5.5,26190.0,7.0,1050.84,14.3,63.4,0,0,250,12.73,30.71
942,Toulouse,31541,Seilh,12.2,8.6,30250.0,7.0,526.77,16.3,26.5,0,0,250,16.1,25.46
943,Toulouse,31555,Toulouse,13.5,8.2,22140.0,18.7,4261.01,24.0,105.1,1,0,250,,
944,Toulouse,31557,Tournefeuille,12.6,4.4,29020.0,6.8,1617.53,12.6,70.9,0,0,250,11.97,22.93
945,Toulouse,31561,L'Union,12.8,6.1,27930.0,6.2,1817.35,9.4,54.9,0,0,250,13.71,21.57
946,Toulouse,31588,Villeneuve-Tolosane,11.7,6.0,24100.0,6.6,2033.14,15.3,92.7,0,0,250,18.71,26.61
947,Toulouse,31352,Mondouzil,12.8,6.2,31680.0,8.4,52.44,8.0,72.8,0,0,250,20.6,31.1
948,Toulouse,31186,Fonbeauzard,11.9,8.0,23240.0,6.6,2283.08,18.2,55.8,0,0,250,13.29,24.75
949,Tours,37025,Berthenay,10.4,3.8,25630.0,7.5,96.11,5.8,21.8,0,0,95,14.77,23.13
950,Tours,37050,Chambray-lès-Tours,12.6,4.0,24280.0,10.6,597.37,14.1,72.0,0,0,95,8.91,12.39
951,Tours,37054,Chanceaux-sur-Choisille,9.2,3.2,25710.0,6.6,190.22,7.8,25.3,0,0,95,15.7,18.89
952,Tours,37109,Fondettes,12,4.5,28030.0,6.7,337.77,9.0,35.6,0,0,95,10.69,16.5
953,Tours,37122,Joué-lès-Tours,11.1,5.6,21520.0,9.7,1178.49,13.4,123.8,0,0,95,10.53,14.05
954,Tours,37139,Luynes,10.4,5.4,25790.0,6.2,149.26,8.5,33.3,0,0,95,14.54,19.94
955,Tours,37018,Ballan-Miré,12,4.0,26590.0,5.7,313.63,10.6,32.0,0,0,95,12.23,16.43
956,Tours,37152,Mettray,10.9,3.9,27460.0,4.8,200.19,8.7,66.0,0,0,95,12.86,17.48
957,Tours,37172,Notre-Dame-d'Oé,11.7,4.1,25460.0,6.1,544.29,8.4,27.8,0,0,95,12.71,17.56
958,Tours,37179,Parçay-Meslay,9.2,4.9,25720.0,5.9,181.21,7.8,15.9,0,0,95,9.29,15.85
959,Tours,37151,La Membrolle-sur-Choisille,11.8,3.6,27100.0,5.5,476.96,11.1,35.7,0,0,95,10.96,14.11
960,Tours,37203,Rochecorbon,11.5,10.3,27830.0,6.0,191.67,10.2,41.7,0,0,95,8.47,16.37
961,Tours,37208,Saint-Avertin,12.1,5.4,28660.0,5.9,1136.36,10.6,45.3,0,0,95,7.8,12.6
962,Tours,37214,Saint-Cyr-sur-Loire,12.4,6.8,27110.0,6.8,1259.56,11.8,38.7,0,0,95,5.61,14.05
963,Tours,37217,Saint-Étienne-de-Chigny,9.5,5.9,24020.0,4.5,76.49,9.3,34.8,0,0,95,,
964,Tours,37219,Saint-Genouph,10.4,6.6,25490.0,6.2,218.09,5.6,15.1,0,0,95,9.16,16.07
965,Tours,37233,Saint-Pierre-des-Corps,11.2,8.1,19240.0,8.0,1407.88,11.3,197.1,0,0,95,5.35,11.47
966,Tours,37243,Savonnières,10.4,6.3,27530.0,4.6,199.64,8.9,24.1,0,0,95,520.2,319.67
967,Tours,37261,Tours,12.7,10.3,21250.0,18.0,3967.09,21.5,118.6,1,0,95,,
968,Tours,37272,Villandry,10.4,6.5,26000.0,5.3,63.82,8.5,19.9,0,0,95,26.89,26.05
969,Tours,37099,Druye,9.5,6.6,24340.0,4.8,42.49,11.1,8.1,0,0,95,20.44,20.71
970,Tours,37195,La Riche,12.3,5.8,21670.0,17.1,1259.15,19.4,134.4,0,0,95,5.87,11.07
